ingresos,egresos,clase,consejo
2486,1441,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1056,730,3,"Sigue ahorrando, pero también revisa tus metas."
2438,787,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1157,513,4,Asesórate con un experto financiero para dar el siguiente paso.
635,2485,0,Situación crítica. Elabora un presupuesto mensual estricto.
2911,920,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2007,2306,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
2918,970,4,Invierte en educación financiera o cursos.
932,2314,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1839,1401,3,"Sigue ahorrando, pero también revisa tus metas."
1258,901,3,Analiza opciones de inversión de bajo riesgo.
2351,1769,4,Planea tu jubilación con tiempo.
2295,1661,4,Asesórate con un experto financiero para dar el siguiente paso.
516,1058,1,Pequeños ajustes pueden ayudarte a ahorrar más.
2941,387,4,Invierte en educación financiera o cursos.
1678,165,4,Diversifica tus inversiones: considera fondos o bienes raíces.
346,2658,0,Situación crítica. Elabora un presupuesto mensual estricto.
2214,2917,1,Pequeños ajustes pueden ayudarte a ahorrar más.
809,172,4,Asesórate con un experto financiero para dar el siguiente paso.
2877,763,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1194,3358,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2219,1808,3,Evalúa tus gastos anuales y ajusta si es necesario.
2526,1930,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1930,2421,1,Revisa tus gastos mensuales y elimina los superfluos.
2215,3001,1,Reduce gastos en entretenimiento o delivery.
950,560,3,Considera aumentar tu fondo de emergencia.
2288,1465,4,Invierte en educación financiera o cursos.
2274,3443,0,Busca ingresos extra como trabajos freelance o ventas.
2089,2480,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
2923,1053,4,Invierte en educación financiera o cursos.
2961,1897,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
947,2527,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
955,3201,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2106,2590,1,Evita el uso frecuente de tarjetas de crédito.
280,1455,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
642,3337,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2233,1295,4,Invierte en educación financiera o cursos.
1488,1956,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
2224,1070,4,Asesórate con un experto financiero para dar el siguiente paso.
972,2862,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2801,1138,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1300,1548,1,Reduce gastos en entretenimiento o delivery.
2872,831,4,Asesórate con un experto financiero para dar el siguiente paso.
2379,2819,1,Evita el uso frecuente de tarjetas de crédito.
2263,1799,3,Analiza opciones de inversión de bajo riesgo.
871,501,3,"Sigue ahorrando, pero también revisa tus metas."
2272,1101,4,Planea tu jubilación con tiempo.
438,1474,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2700,3428,1,Reduce gastos en entretenimiento o delivery.
2046,2324,1,Evita el uso frecuente de tarjetas de crédito.
2773,1696,4,Diversifica tus inversiones: considera fondos o bienes raíces.
316,745,1,Reduce gastos en entretenimiento o delivery.
1561,2142,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
2110,910,4,Invierte en educación financiera o cursos.
671,1593,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2763,3195,1,Reduce gastos en entretenimiento o delivery.
2559,3127,1,Revisa tus gastos mensuales y elimina los superfluos.
1035,1218,1,Reduce gastos en entretenimiento o delivery.
1668,1723,1,Revisa tus gastos mensuales y elimina los superfluos.
1426,418,4,Invierte en educación financiera o cursos.
286,2301,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1390,2507,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1456,2060,1,Reduce gastos en entretenimiento o delivery.
2835,560,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1823,460,4,Asesórate con un experto financiero para dar el siguiente paso.
2206,3431,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
1379,2711,0,Busca ingresos extra como trabajos freelance o ventas.
2728,286,4,Invierte en educación financiera o cursos.
920,2633,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1890,2579,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
1932,739,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1256,2427,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2927,805,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2262,2717,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
1749,1921,1,Evita el uso frecuente de tarjetas de crédito.
631,1543,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2073,2753,1,Reduce gastos en entretenimiento o delivery.
1473,1355,3,Evalúa tus gastos anuales y ajusta si es necesario.
1870,3298,0,Situación crítica. Elabora un presupuesto mensual estricto.
377,1154,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
425,3355,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2533,3192,1,Pequeños ajustes pueden ayudarte a ahorrar más.
2413,155,4,Planea tu jubilación con tiempo.
1255,2403,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1607,1164,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
2163,312,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
526,1708,0,Reducción urgente de gastos. Considera renegociar tus deudas.
404,1790,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2488,2806,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1166,325,4,Invierte en educación financiera o cursos.
2637,1589,4,Invierte en educación financiera o cursos.
208,3257,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1922,2876,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1762,516,4,Asesórate con un experto financiero para dar el siguiente paso.
323,3430,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
840,1028,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
1999,1880,3,"Sigue ahorrando, pero también revisa tus metas."
420,2275,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1869,476,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1324,687,4,Diversifica tus inversiones: considera fondos o bienes raíces.
714,355,3,Evalúa tus gastos anuales y ajusta si es necesario.
2283,936,4,Invierte en educación financiera o cursos.
1183,543,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1887,3286,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2504,299,4,Planea tu jubilación con tiempo.
725,3016,0,Situación crítica. Elabora un presupuesto mensual estricto.
658,2135,0,Situación crítica. Elabora un presupuesto mensual estricto.
1826,1846,1,Revisa tus gastos mensuales y elimina los superfluos.
2025,2747,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1743,2038,1,Evita el uso frecuente de tarjetas de crédito.
808,342,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
1853,2807,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
267,631,1,Evita el uso frecuente de tarjetas de crédito.
1911,1756,3,Evalúa tus gastos anuales y ajusta si es necesario.
2375,491,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
515,2436,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1506,1297,3,Analiza opciones de inversión de bajo riesgo.
2081,1786,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
2561,2815,1,Evita el uso frecuente de tarjetas de crédito.
1445,1865,1,Reduce gastos en entretenimiento o delivery.
2032,784,4,Asesórate con un experto financiero para dar el siguiente paso.
1324,3158,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
1405,1951,1,Evita el uso frecuente de tarjetas de crédito.
1337,2022,1,Pequeños ajustes pueden ayudarte a ahorrar más.
558,2042,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
787,3287,0,Situación crítica. Elabora un presupuesto mensual estricto.
2925,1492,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1558,2198,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1952,820,4,Invierte en educación financiera o cursos.
765,1652,0,Situación crítica. Elabora un presupuesto mensual estricto.
510,1134,1,Revisa tus gastos mensuales y elimina los superfluos.
1310,3210,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2250,3338,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2089,3242,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
1674,3120,0,Busca ingresos extra como trabajos freelance o ventas.
2345,3279,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2422,408,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
737,922,1,Pequeños ajustes pueden ayudarte a ahorrar más.
2400,2915,1,Revisa tus gastos mensuales y elimina los superfluos.
1330,930,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
2515,3422,0,Reducción urgente de gastos. Considera renegociar tus deudas.
938,1005,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1348,1398,1,Reduce gastos en entretenimiento o delivery.
1943,697,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1852,2640,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
2559,961,4,Invierte en educación financiera o cursos.
2134,3447,0,Situación crítica. Elabora un presupuesto mensual estricto.
2175,2804,1,Reduce gastos en entretenimiento o delivery.
1745,2028,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
2614,2835,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
1783,1843,1,Reduce gastos en entretenimiento o delivery.
703,1796,0,Busca ingresos extra como trabajos freelance o ventas.
2545,2645,1,Reduce gastos en entretenimiento o delivery.
1880,1371,4,Invierte en educación financiera o cursos.
492,928,1,Reduce gastos en entretenimiento o delivery.
1729,3017,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
365,1621,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
1253,2117,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2918,1075,4,Invierte en educación financiera o cursos.
721,419,3,"Sigue ahorrando, pero también revisa tus metas."
994,3448,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1940,2831,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
1011,2833,0,Situación crítica. Elabora un presupuesto mensual estricto.
1718,2104,1,Evita el uso frecuente de tarjetas de crédito.
2157,884,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1510,1877,1,Reduce gastos en entretenimiento o delivery.
457,1382,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2159,762,4,Planea tu jubilación con tiempo.
680,599,3,Considera aumentar tu fondo de emergencia.
1441,2340,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1374,1013,3,Analiza opciones de inversión de bajo riesgo.
1355,218,4,Diversifica tus inversiones: considera fondos o bienes raíces.
480,2037,0,Busca ingresos extra como trabajos freelance o ventas.
2227,3088,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2568,456,4,Invierte en educación financiera o cursos.
1398,816,4,Invierte en educación financiera o cursos.
1490,3086,0,Situación crítica. Elabora un presupuesto mensual estricto.
2949,465,4,Asesórate con un experto financiero para dar el siguiente paso.
2732,3224,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
370,2571,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1575,2298,1,Evita el uso frecuente de tarjetas de crédito.
2798,745,4,Planea tu jubilación con tiempo.
2246,3103,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2028,2542,1,Revisa tus gastos mensuales y elimina los superfluos.
1240,2772,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2636,2678,1,Reduce gastos en entretenimiento o delivery.
1748,1609,3,Evalúa tus gastos anuales y ajusta si es necesario.
1036,3091,0,Situación crítica. Elabora un presupuesto mensual estricto.
2295,1482,4,Diversifica tus inversiones: considera fondos o bienes raíces.
753,565,3,"Sigue ahorrando, pero también revisa tus metas."
1825,505,4,Asesórate con un experto financiero para dar el siguiente paso.
1532,1201,3,Considera aumentar tu fondo de emergencia.
662,2362,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
909,1212,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
1887,1473,3,"Sigue ahorrando, pero también revisa tus metas."
2233,302,4,Diversifica tus inversiones: considera fondos o bienes raíces.
2724,3421,1,Evita el uso frecuente de tarjetas de crédito.
2012,471,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1272,232,4,Invierte en educación financiera o cursos.
1091,2864,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1135,1132,3,Analiza opciones de inversión de bajo riesgo.
847,2143,0,Situación crítica. Elabora un presupuesto mensual estricto.
780,2386,0,Situación crítica. Elabora un presupuesto mensual estricto.
568,3249,0,Busca ingresos extra como trabajos freelance o ventas.
875,2419,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2061,1823,3,Evalúa tus gastos anuales y ajusta si es necesario.
1317,380,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1031,2441,0,Situación crítica. Elabora un presupuesto mensual estricto.
503,3357,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2715,2842,1,Evita el uso frecuente de tarjetas de crédito.
2237,2661,1,Reduce gastos en entretenimiento o delivery.
762,225,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1235,695,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1441,1235,3,Considera aumentar tu fondo de emergencia.
1472,819,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2379,3351,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2172,1118,4,Asesórate con un experto financiero para dar el siguiente paso.
719,758,1,Revisa tus gastos mensuales y elimina los superfluos.
1581,3428,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
229,2671,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2847,2007,4,Asesórate con un experto financiero para dar el siguiente paso.
915,397,4,Asesórate con un experto financiero para dar el siguiente paso.
2814,2657,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
1433,3453,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
646,3432,0,Busca ingresos extra como trabajos freelance o ventas.
1900,1456,3,Considera aumentar tu fondo de emergencia.
261,2875,0,Busca ingresos extra como trabajos freelance o ventas.
1924,679,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1443,2686,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
250,2725,0,Situación crítica. Elabora un presupuesto mensual estricto.
336,593,1,Revisa tus gastos mensuales y elimina los superfluos.
996,2352,0,Situación crítica. Elabora un presupuesto mensual estricto.
852,703,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
1505,337,4,Invierte en educación financiera o cursos.
2864,1971,4,Invierte en educación financiera o cursos.
281,1723,0,Situación crítica. Elabora un presupuesto mensual estricto.
1267,1869,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1384,1393,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
1066,1710,1,Reduce gastos en entretenimiento o delivery.
